chr_contig_1607	+
chr_contig_2023	+
chr_contig_1026	+
chr_contig_1280	+
chr_contig_2029	+
chr_contig_3399	+
chr_contig_2082	+
chr_contig_1316	+
chr_contig_2528	+
chr_contig_2032	+
chr_contig_1992	+
chr_contig_2234	+
chr_contig_42	+
chr_contig_1721	+
chr_contig_1770	+
chr_contig_3498	+
chr_contig_1496	+
chr_contig_1691	+
chr_contig_1696	+
chr_contig_3520	+
chr_contig_2070	+
chr_contig_451	+
chr_contig_259	+
chr_contig_2930	+
chr_contig_566	+
chr_contig_4046	+
chr_contig_74	+
chr_contig_122	+
chr_contig_1990	+
chr_contig_2503	+
chr_contig_1256	+
chr_contig_2807	+
chr_contig_2361	+
chr_contig_2818	+
chr_contig_45	+
chr_contig_1439	-
chr_contig_1133	-
chr_contig_2371	-
chr_contig_46	-
chr_contig_3090	+
chr_contig_3477	-
chr_contig_41	-
chr_contig_358	-
chr_contig_3381	-
chr_contig_63	-
chr_contig_499	-
chr_contig_3834	-
chr_contig_626	-
chr_contig_484	-
chr_contig_2716	-
chr_contig_2677	-
chr_contig_471	-
chr_contig_477	-
chr_contig_577	-
chr_contig_2263	-
chr_contig_4713	-
chr_contig_674	-
chr_contig_457	-
chr_contig_680	-
chr_contig_1986	-
chr_contig_111	-
chr_contig_86	-
chr_contig_803	-
chr_contig_146	-
chr_contig_2608	-
chr_contig_1345	-
chr_contig_4539	-
chr_contig_4025	-
chr_contig_2127	-
chr_contig_404	-
chr_contig_3585	-
chr_contig_1738	-
chr_contig_280	-
chr_contig_3513	-
chr_contig_612	-
chr_contig_485	-
chr_contig_2249	-
chr_contig_1373	-
chr_contig_2717	-
chr_contig_3737	-
chr_contig_861	-
chr_contig_4553	-
chr_contig_236	-
chr_contig_4377	-
chr_contig_2755	-
chr_contig_3923	-
chr_contig_4489	-
chr_contig_3209	-
chr_contig_1521	-
chr_contig_267	-
chr_contig_1921	-
chr_contig_3153	-
chr_contig_4609	-
chr_contig_3196	-
chr_contig_2219	-
chr_contig_1006	-
chr_contig_3516	-
chr_contig_2565	-
chr_contig_2011	-
chr_contig_2125	-
chr_contig_2948	-
chr_contig_1117	+
chr_contig_1566	+
chr_contig_1958	-
chr_contig_3966	-
chr_contig_4627	-
chr_contig_354	-
chr_contig_4651	-
chr_contig_2198	-
chr_contig_3744	-
chr_contig_2003	-
chr_contig_2344	-
chr_contig_1047	-
chr_contig_26	-
chr_contig_2206	-
chr_contig_3795	-
chr_contig_72	-
chr_contig_1326	+
chr_contig_4121	-
chr_contig_1540	-
chr_contig_4465	-
chr_contig_1739	-
chr_contig_305	-
chr_contig_763	-
chr_contig_561	-
chr_contig_2819	-
chr_contig_125	-
chr_contig_2486	-
chr_contig_440	-
chr_contig_2504	-
chr_contig_1964	-
chr_contig_4370	-
chr_contig_2951	-
chr_contig_4548	-
chr_contig_3334	-
chr_contig_4340	-
chr_contig_1556	-
chr_contig_65	-
chr_contig_4027	-
chr_contig_2516	-
chr_contig_3644	-
chr_contig_1499	-
chr_contig_3074	-
chr_contig_2412	-
chr_contig_4117	-
chr_contig_2881	-
chr_contig_4488	-
chr_contig_4544	-
chr_contig_1453	-
chr_contig_1212	-
chr_contig_3424	-
chr_contig_2328	-
chr_contig_1283	-
chr_contig_4659	-
chr_contig_157	-
chr_contig_406	-
chr_contig_1270	-
chr_contig_3128	-
chr_contig_4064	-
chr_contig_3997	-
chr_contig_4682	-
chr_contig_3874	-
chr_contig_3259	-
chr_contig_3344	-
chr_contig_3538	-
chr_contig_3181	-
chr_contig_2142	-
chr_contig_3624	-
chr_contig_2278	-
chr_contig_4385	-
chr_contig_3506	-
chr_contig_3820	-
chr_contig_3951	-
chr_contig_3418	-
chr_contig_2624	-
chr_contig_1918	-
chr_contig_1925	-
chr_contig_4432	-
chr_contig_3365	-
chr_contig_3883	-
chr_contig_3213	-
chr_contig_3273	-
chr_contig_3658	-
chr_contig_2026	-
chr_contig_1834	-
chr_contig_3847	-
chr_contig_4079	-
chr_contig_228	-
chr_contig_381	-
chr_contig_4004	-
chr_contig_1000	-
chr_contig_4326	-
chr_contig_571	-
chr_contig_2999	-
chr_contig_944	+
chr_contig_3000	-
chr_contig_2743	-
chr_contig_776	+
chr_contig_4530	-
chr_contig_3307	-
chr_contig_3872	-
chr_contig_983	-
chr_contig_3447	-
chr_contig_3105	-
chr_contig_2820	-
chr_contig_3794	-
chr_contig_4208	-
chr_contig_4209	-
chr_contig_552	-
chr_contig_189	-
chr_contig_2270	-
chr_contig_2842	-
chr_contig_821	+
chr_contig_2955	-
chr_contig_2522	-
chr_contig_4284	-
chr_contig_4142	-
chr_contig_1835	-
chr_contig_4226	-
chr_contig_336	-
chr_contig_3579	-
chr_contig_4217	-
chr_contig_4201	-
chr_contig_2726	-
chr_contig_174	-
chr_contig_741	-
chr_contig_1668	-
chr_contig_4493	-
chr_contig_2115	-
chr_contig_3897	-
chr_contig_3753	-
chr_contig_1719	-
chr_contig_182	-
chr_contig_1826	-
chr_contig_2095	-
chr_contig_1022	-
chr_contig_3260	-
chr_contig_1829	-
chr_contig_3945	-
chr_contig_1784	-
chr_contig_1830	-
chr_contig_3598	-
chr_contig_707	-
chr_contig_706	-
chr_contig_1205	-
chr_contig_200	-
chr_contig_138	-
chr_contig_343	-
chr_contig_82	-
chr_contig_609	-
chr_contig_2392	-
chr_contig_494	-
chr_contig_444	-
chr_contig_2109	-
chr_contig_92	-
chr_contig_528	-
chr_contig_2631	-
chr_contig_367	-
chr_contig_513	-
chr_contig_567	-
chr_contig_2558	-
chr_contig_3523	-
chr_contig_2272	-
chr_contig_4138	-
chr_contig_3806	-
chr_contig_3421	-
chr_contig_1431	-
chr_contig_2377	-
chr_contig_3526	-
chr_contig_2126	-
chr_contig_3345	-
chr_contig_2594	-
chr_contig_3442	-
chr_contig_1675	-
chr_contig_1577	-
chr_contig_1386	-
chr_contig_1930	-
chr_contig_1858	-
chr_contig_4412	-
chr_contig_3179	-
chr_contig_3391	-
chr_contig_1260	-
chr_contig_1828	-
chr_contig_2053	-
chr_contig_1362	-
chr_contig_4519	-
chr_contig_2055	-
chr_contig_1580	-
chr_contig_1441	-
chr_contig_1987	-
chr_contig_3385	-
chr_contig_572	-
chr_contig_273	-
chr_contig_1210	-
chr_contig_4351	-
chr_contig_6	-
chr_contig_1550	-
chr_contig_1265	-
chr_contig_1250	-
chr_contig_1328	-
chr_contig_1471	-
chr_contig_3734	-
chr_contig_2106	-
chr_contig_4029	-
chr_contig_2578	-
chr_contig_3600	-
chr_contig_4078	-
chr_contig_2899	-
chr_contig_2643	-
chr_contig_2639	-
chr_contig_1045	-
chr_contig_1561	-
chr_contig_3106	-
chr_contig_1282	-
chr_contig_4337	-
chr_contig_1727	-
chr_contig_1873	-
chr_contig_1349	-
chr_contig_1539	-
chr_contig_1518	-
chr_contig_254	-
chr_contig_1492	-
chr_contig_1762	-
chr_contig_2742	-
chr_contig_463	-
chr_contig_105	-
chr_contig_2837	-
chr_contig_229	-
chr_contig_1637	-
chr_contig_4058	-
chr_contig_3383	-
chr_contig_1654	-
chr_contig_2258	-
chr_contig_4708	-
chr_contig_3946	-
chr_contig_787	-
chr_contig_3610	-
chr_contig_753	-
chr_contig_4596	-
chr_contig_1053	-
chr_contig_419	-
chr_contig_2896	-
chr_contig_2242	-
chr_contig_1604	-
chr_contig_3265	-
chr_contig_3903	-
chr_contig_4486	-
chr_contig_3825	-
chr_contig_4071	-
chr_contig_117	-
chr_contig_1885	-
chr_contig_246	-
chr_contig_1576	-
chr_contig_3502	-
chr_contig_1657	-
chr_contig_1528	-
chr_contig_2041	-
chr_contig_251	-
chr_contig_1578	-
chr_contig_1138	+
chr_contig_3499	-
chr_contig_1655	-
chr_contig_1570	-
chr_contig_293	-
chr_contig_1752	-
chr_contig_3596	-
chr_contig_1966	-
chr_contig_1646	-
chr_contig_1470	-
chr_contig_1895	-
chr_contig_102	-
chr_contig_1157	-
chr_contig_2162	-
chr_contig_1213	-
chr_contig_1652	-
chr_contig_1017	-
chr_contig_1236	-
chr_contig_300	-
chr_contig_1298	-
chr_contig_2172	-
chr_contig_1173	-
chr_contig_58	-
chr_contig_3557	-
chr_contig_3043	-
chr_contig_2199	-
chr_contig_747	-
chr_contig_1353	-
chr_contig_3224	-
chr_contig_1626	-
chr_contig_1726	-
chr_contig_1842	-
chr_contig_3263	-
chr_contig_4350	-
chr_contig_3556	-
chr_contig_1574	-
chr_contig_3131	-
chr_contig_3465	-
chr_contig_180	-
chr_contig_289	-
chr_contig_409	-
chr_contig_2043	-
chr_contig_1359	-
chr_contig_1187	-
chr_contig_1674	-
chr_contig_446	-
chr_contig_373	-
chr_contig_61	-
chr_contig_1363	-
chr_contig_1855	-
chr_contig_2178	-
chr_contig_1317	-
chr_contig_175	-
chr_contig_2506	-
chr_contig_3214	-
chr_contig_4462	-
chr_contig_1517	-
chr_contig_214	-
chr_contig_3611	-
chr_contig_3270	-
chr_contig_1779	-
chr_contig_126	-
chr_contig_1216	-
chr_contig_1389	-
chr_contig_1323	-
chr_contig_1377	-
chr_contig_1149	-
chr_contig_3161	-
chr_contig_1129	-
chr_contig_1766	-
chr_contig_3291	-
chr_contig_4126	-
chr_contig_553	-
chr_contig_2813	-
chr_contig_159	-
chr_contig_655	-
chr_contig_1532	-
chr_contig_797	-
chr_contig_385	-
chr_contig_2549	-
chr_contig_1805	-
chr_contig_2529	-
chr_contig_303	-
chr_contig_2650	-
chr_contig_2380	-
chr_contig_347	-
chr_contig_297	-
chr_contig_3008	-
chr_contig_608	-
chr_contig_708	-
chr_contig_3012	-
chr_contig_4558	-
chr_contig_110	-
chr_contig_2805	-
chr_contig_1428	-
chr_contig_4321	-
chr_contig_4459	-
chr_contig_1833	-
chr_contig_260	-
chr_contig_1110	-
chr_contig_4067	-
chr_contig_1335	-
chr_contig_4135	-
chr_contig_3407	-
chr_contig_1127	-
chr_contig_4686	-
chr_contig_2836	-
chr_contig_3332	-
chr_contig_563	-
chr_contig_1097	-
chr_contig_1202	-
chr_contig_1182	-
chr_contig_4001	-
chr_contig_4125	-
chr_contig_1985	-
chr_contig_1837	-
chr_contig_1099	-
chr_contig_1747	-
chr_contig_3271	-
chr_contig_2654	-
chr_contig_1315	-
chr_contig_4132	-
chr_contig_3382	-
chr_contig_2124	-
chr_contig_3582	-
chr_contig_3281	-
chr_contig_4172	-
chr_contig_256	-
chr_contig_2598	-
chr_contig_4133	-
chr_contig_1048	-
chr_contig_2143	-
chr_contig_2806	-
chr_contig_2273	-
chr_contig_585	-
chr_contig_2925	-
chr_contig_1069	-
chr_contig_1909	-
chr_contig_2907	-
chr_contig_4103	-
chr_contig_382	-
chr_contig_770	-
chr_contig_2863	-
chr_contig_116	-
chr_contig_1161	-
chr_contig_4211	-
chr_contig_3665	-
chr_contig_1798	-
chr_contig_3002	-
chr_contig_2413	-
chr_contig_3664	-
chr_contig_4543	-
chr_contig_2376	-
chr_contig_2741	-
chr_contig_4628	-
chr_contig_4672	-
chr_contig_2461	-
chr_contig_94	-
chr_contig_4450	-
chr_contig_1954	-
chr_contig_3757	-
chr_contig_4714	-
chr_contig_2309	-
chr_contig_3247	-
chr_contig_1645	-
chr_contig_3511	-
chr_contig_2058	-
chr_contig_3157	-
chr_contig_4720	-
chr_contig_3101	-
chr_contig_2348	-
chr_contig_570	-
chr_contig_3356	-
chr_contig_2552	-
chr_contig_1857	-
chr_contig_2012	-
chr_contig_379	-
chr_contig_2357	-
chr_contig_4534	-
chr_contig_3729	-
chr_contig_1073	-
chr_contig_1153	-
chr_contig_1780	-
chr_contig_1059	-
chr_contig_11	-
chr_contig_1085	-
chr_contig_4313	-
chr_contig_3076	-
chr_contig_2006	-
chr_contig_1516	-
chr_contig_1951	-
chr_contig_2164	-
chr_contig_1876	-
chr_contig_3532	-
chr_contig_40	-
chr_contig_2405	-
chr_contig_2297	-
chr_contig_1884	-
chr_contig_4386	-
chr_contig_1612	-
chr_contig_3080	-
chr_contig_3577	-
chr_contig_4189	-
chr_contig_3908	-
chr_contig_3943	-
chr_contig_1962	-
chr_contig_1247	-
chr_contig_1219	-
chr_contig_1295	-
chr_contig_3113	-
chr_contig_3268	-
chr_contig_1468	-
chr_contig_2094	-
chr_contig_1184	-
chr_contig_1500	-
chr_contig_1569	-
chr_contig_1498	-
chr_contig_1168	-
chr_contig_3115	-
chr_contig_3217	-
chr_contig_1084	-
chr_contig_1402	-
chr_contig_3223	-
chr_contig_1563	-
chr_contig_1659	-
chr_contig_1469	-
chr_contig_1366	-
chr_contig_2073	-
chr_contig_1348	-
chr_contig_1036	-
chr_contig_2001	-
chr_contig_333	-
chr_contig_1185	-
chr_contig_3732	-
chr_contig_2430	-
chr_contig_2002	-
chr_contig_2209	-
chr_contig_3485	-
chr_contig_1572	-
chr_contig_1976	-
chr_contig_1435	-
chr_contig_3651	-
chr_contig_1400	-
chr_contig_3396	-
chr_contig_2443	-
chr_contig_1142	-
chr_contig_1189	-
chr_contig_1112	-
chr_contig_3272	-
chr_contig_1365	-
chr_contig_2129	-
chr_contig_34	-
chr_contig_3528	-
chr_contig_1737	-
chr_contig_1302	-
chr_contig_1407	-
chr_contig_1154	-
chr_contig_1178	-
chr_contig_68	-
chr_contig_4417	-
chr_contig_2188	-
chr_contig_1801	-
chr_contig_1088	-
chr_contig_3192	-
chr_contig_1524	+
chr_contig_3773	-
chr_contig_2223	-
chr_contig_1942	-
chr_contig_3468	-
chr_contig_1449	-
chr_contig_1325	-
chr_contig_4365	-
chr_contig_4532	-
chr_contig_3379	-
chr_contig_2061	-
chr_contig_1376	-
chr_contig_219	-
chr_contig_1568	-
chr_contig_3549	-
chr_contig_2250	-
chr_contig_119	-
chr_contig_3018	-
chr_contig_3588	-
chr_contig_3899	-
chr_contig_3017	-
chr_contig_2602	-
chr_contig_4517	-
chr_contig_4345	-
chr_contig_3212	-
chr_contig_1771	-
chr_contig_327	-
chr_contig_3622	-
chr_contig_161	-
chr_contig_1180	-
chr_contig_3021	-
chr_contig_3676	-
chr_contig_4416	-
chr_contig_2119	-
chr_contig_3674	-
chr_contig_4092	-
chr_contig_1883	-
chr_contig_3689	-
chr_contig_766	-
chr_contig_1101	-
chr_contig_1608	-
chr_contig_206	-
chr_contig_438	-
chr_contig_3395	-
chr_contig_4569	-
chr_contig_95	-
chr_contig_166	-
chr_contig_3530	-
chr_contig_2304	-
chr_contig_784	-
chr_contig_2687	-
chr_contig_636	-
chr_contig_3568	-
chr_contig_940	-
chr_contig_2994	-
chr_contig_2049	-
chr_contig_466	-
chr_contig_756	-
chr_contig_4329	-
chr_contig_4472	-
chr_contig_32	-
chr_contig_2174	-
chr_contig_4632	-
chr_contig_2642	-
chr_contig_245	-
chr_contig_380	-
chr_contig_3626	-
chr_contig_4074	-
chr_contig_2483	-
chr_contig_2520	-
chr_contig_4580	-
chr_contig_2078	-
chr_contig_3938	-
chr_contig_4224	-
chr_contig_3514	-
chr_contig_2699	-
chr_contig_2947	-
chr_contig_3645	-
chr_contig_2441	-
chr_contig_3292	-
chr_contig_1221	-
chr_contig_323	-
chr_contig_1635	-
chr_contig_3175	-
chr_contig_2293	-
chr_contig_3004	-
chr_contig_4143	-
chr_contig_400	-
chr_contig_1051	-
chr_contig_4478	-
chr_contig_3286	-
chr_contig_3696	-
chr_contig_2588	-
chr_contig_4479	-
chr_contig_1464	-
chr_contig_3525	-
chr_contig_3489	-
chr_contig_1203	-
chr_contig_4466	-
chr_contig_2313	-
chr_contig_4573	-
chr_contig_3457	-
chr_contig_2113	-
chr_contig_593	-
chr_contig_2448	-
chr_contig_2877	-
chr_contig_2781	-
chr_contig_1695	-
chr_contig_363	-
chr_contig_2559	-
chr_contig_2451	-
chr_contig_3982	-
chr_contig_469	-
chr_contig_4263	-
chr_contig_2849	-
chr_contig_4166	-
chr_contig_1973	-
chr_contig_3617	-
chr_contig_1342	-
chr_contig_1680	-
chr_contig_3838	-
chr_contig_3573	-
chr_contig_2554	-
chr_contig_2938	-
chr_contig_2186	+
chr_contig_4554	-
chr_contig_658	-
chr_contig_4022	-
chr_contig_4227	-
chr_contig_1786	-
chr_contig_2436	-
chr_contig_3100	-
chr_contig_3474	-
chr_contig_3029	-
chr_contig_963	+
chr_contig_3030	-
chr_contig_311	-
chr_contig_2493	-
chr_contig_3467	-
chr_contig_1128	-
chr_contig_1246	-
chr_contig_3248	-
chr_contig_3225	-
chr_contig_1427	-
chr_contig_1143	-
chr_contig_4197	-
chr_contig_3328	-
chr_contig_3416	-
chr_contig_2954	-
chr_contig_2532	-
chr_contig_3706	-
chr_contig_3140	-
chr_contig_2323	-
chr_contig_1125	-
chr_contig_33	-
chr_contig_1077	-
chr_contig_3547	-
chr_contig_151	-
chr_contig_3339	-
chr_contig_3454	-
chr_contig_1869	-
chr_contig_3125	-
chr_contig_106	-
chr_contig_317	-
chr_contig_4691	-
chr_contig_3555	-
chr_contig_603	-
chr_contig_458	-
chr_contig_460	-
chr_contig_1479	-
chr_contig_918	-
chr_contig_945	-
chr_contig_539	-
chr_contig_60	-
chr_contig_461	-
chr_contig_468	-
chr_contig_185	-
chr_contig_2762	-
chr_contig_3954	-
chr_contig_1310	-
chr_contig_4413	-
chr_contig_3346	-
chr_contig_4193	-
chr_contig_1506	-
chr_contig_3148	-
chr_contig_1072	-
chr_contig_3234	-
chr_contig_1443	-
chr_contig_1665	-
chr_contig_1481	-
chr_contig_2798	-
chr_contig_3349	-
chr_contig_3650	-
chr_contig_2481	-
chr_contig_3925	-
chr_contig_1859	-
chr_contig_3891	-
chr_contig_3890	-
chr_contig_2233	-
chr_contig_3483	-
chr_contig_1032	-
chr_contig_3515	-
chr_contig_1268	-
chr_contig_1135	-
chr_contig_1241	-
chr_contig_1544	-
chr_contig_3776	-
chr_contig_1988	-
chr_contig_3974	-
chr_contig_2665	-
chr_contig_3337	-
chr_contig_449	-
chr_contig_2695	-
chr_contig_760	-
chr_contig_1687	-
chr_contig_2152	-
chr_contig_152	-
chr_contig_3605	-
chr_contig_1697	-
chr_contig_3873	-
chr_contig_3597	-
chr_contig_3451	-
chr_contig_3376	-
chr_contig_3788	-
chr_contig_115	-
chr_contig_1291	-
chr_contig_3551	-
chr_contig_2435	-
chr_contig_1861	-
chr_contig_3255	-
chr_contig_332	-
chr_contig_4085	-
chr_contig_3576	-
chr_contig_2617	-
chr_contig_459	-
chr_contig_266	-
chr_contig_3623	-
chr_contig_1900	-
chr_contig_4130	-
chr_contig_1595	-
chr_contig_2812	-
chr_contig_3085	-
chr_contig_4380	-
chr_contig_1094	-
chr_contig_4367	-
chr_contig_2728	-
chr_contig_3554	-
chr_contig_4452	-
chr_contig_2364	-
chr_contig_1140	-
chr_contig_1426	-
chr_contig_1599	-
chr_contig_2680	-
chr_contig_2246	-
chr_contig_490	-
chr_contig_353	-
chr_contig_148	-
chr_contig_625	-
chr_contig_2645	-
chr_contig_713	+
chr_contig_2149	-
chr_contig_2785	-
chr_contig_1734	-
chr_contig_308	-
chr_contig_1115	-
chr_contig_3350	-
chr_contig_2523	-
chr_contig_1934	-
chr_contig_118	-
chr_contig_2791	-
chr_contig_2071	-
chr_contig_315	-
chr_contig_480	-
chr_contig_2072	-
chr_contig_2444	-
chr_contig_1215	-
chr_contig_3302	-
chr_contig_3571	-
chr_contig_3222	-
chr_contig_2261	-
chr_contig_1603	-
chr_contig_3137	-
chr_contig_456	-
chr_contig_2507	-
chr_contig_2449	-
chr_contig_606	-
chr_contig_1472	-
chr_contig_617	-
chr_contig_679	-
chr_contig_442	-
chr_contig_1414	-
chr_contig_1582	-
chr_contig_2230	-
chr_contig_3881	-
chr_contig_2710	-
chr_contig_3684	-
chr_contig_4639	-
chr_contig_1839	-
chr_contig_3230	-
chr_contig_1822	-
chr_contig_296	-
chr_contig_1941	-
chr_contig_4057	-
chr_contig_4399	-
chr_contig_3912	-
chr_contig_4060	-
chr_contig_1898	-
chr_contig_49	-
chr_contig_372	-
chr_contig_2876	-
chr_contig_173	-
chr_contig_3949	-
chr_contig_2275	-
chr_contig_569	-
chr_contig_4280	-
chr_contig_2346	-
chr_contig_2390	-
chr_contig_221	-
chr_contig_875	-
chr_contig_2864	-
chr_contig_2252	-
chr_contig_4442	-
chr_contig_3999	-
chr_contig_2213	-
chr_contig_3778	-
chr_contig_2025	-
chr_contig_1209	-
chr_contig_2044	-
chr_contig_3132	-
chr_contig_2235	-
chr_contig_2353	-
chr_contig_371	-
chr_contig_1201	-
chr_contig_683	-
chr_contig_1643	-
chr_contig_3310	-
chr_contig_1912	-
chr_contig_982	+
chr_contig_1667	-
chr_contig_2409	-
chr_contig_632	-
chr_contig_2208	-
chr_contig_2088	-
chr_contig_3303	-
chr_contig_2014	-
chr_contig_3854	-
chr_contig_4375	-
chr_contig_1395	-
chr_contig_1656	-
chr_contig_1131	-
chr_contig_1628	-
